Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
2237,2024-06-28,Ghost,14.0,castle,Vandalism,N/A,night,potions
4314,2021-12-23,Zombie,65.0,swamp,murder,pistol,dawn,fur
6809,2023-03-04,Zombie,25.0,forest,vandalism,N/A,dawn,blood
238,2021-03-03,Skeleton,33.0,castle,Assault,knife,day,bones
6010,2023-02-18,Skeleton,47.0,mountain,nightly disturbance,N/A,night,bones
5797,2020-11-18,Skeleton,79.0,forest,assault,knife,dusk,bones
7998,2023-03-04,Ghost,82.0,village,nightly disturbance,axe,night,CLOAK
2376,2023-04-17,Vampire,44.0,castle,assault,knife,dusk,teeth
2059,2020-09-16,Skeleton,76.0,mountain,nightly disturbance,axe,night,bones
7557,2021-04-20,Vampire,88.0,village,assault,axe,night,blood
6066,2023-11-10,skeleton,91.0,mountain,vandalism,knife,day,cloak
4599,2021-10-02,Skeleton,31.0,mountain,arson,knife,day,cloak
8152,2022-06-14,Skeleton,51.0,mountain,nightly disturbance,brute force,night,bones
1473,2023-10-13,Witch,22.0,village,kidnapping,N/A,dusk,potions
3323,2023-05-30,Zombie,27.0,swamp,assault,axe,day,potions
3096,2021-02-07,Skeleton,40.0,castle,vandalism,N/A,dusk,bones
9531,2021-11-22,Zombie,46.0,village,assault,N/A,day,fur
782,2022-05-21,Zombie,62.0,swamp,murder,N/A,dusk,bones
6902,2022-06-03,Skeleton,45.0,castle,arson,N/A,night,bones
880,2022-04-09,Ghost,33.0,castle,vandalism,N/A,night,potions
8838,2021-07-24,Werewolf,12.0,forest,assault,pistol,dawn,blood
1278,2021-07-13,Zombie,16.0,swamp,vandalism,brute force,night,bones
4880,2020-02-14,Ghost,99.0,castle,vandalism,knife,night,cloak
3933,2021-10-27,Skeleton,17.0,castle,arson,knife,day,cloak
6388,2022-08-27,Skeleton,54.0,Castle,assault,axe,dawn,bones
9304,2022-05-31,Ghost,68.0,village,nightly disturbance,pistol,night,cloak
7090,2020-07-17,Ghost,38.0,mountain,nightly disturbance,brute force,night,potions
1234,2022-06-18,Werewolf,22.0,forest,nightly disturbance,pistol,night,fur
1461,2023-09-27,Zombie,33.0,mountain,murder,brute force,night,potions
3219,2023-12-25,Witch,43.0,swamp,arson,brute force,day,bones
415,2020-04-11,Zombie,21.0,swamp,kidnapping,axe,dawn,blood
4388,2020-01-23,Witch,18.0,mountain,arson,knife,dusk,cloak
3053,2021-08-31,Skeleton,94.0,mountain,vandalism,pistol,dusk,bones
2331,2024-04-07,Werewolf,54.0,forest,assault,N/A,night,teeth
6335,2023-07-10,Skeleton,1.0,mountain,nightly disturbance,brute force,night,bones
8365,2021-01-26,Skeleton,63.0,mountain,arson,N/A,day,cloak
6708,2024-06-22,skeleton,77.0,forest,assault,axe,night,bones
7026,2020-10-20,Werewolf,76.0,forest,kidnapping,axe,night,teeth
2134,2023-01-16,Witch,85.0,village,arson,brute force,dusk,bones
5405,2020-12-23,Vampire,51.0,castle,assault,knife,night,teeth
9780,2023-06-17,Werewolf,13.0,forest,assault,brute force,dawn,fur
8428,2023-04-14,Zombie,19.0,swamp,murder,N/A,night,bones
4595,2022-04-28,Zombie,40.0,mountain,murder,knife,dawn,bones
1901,2021-05-15,Vampire,48.0,castle,murder,brute force,night,cloak
6005,2023-11-27,Skeleton,88.0,castle,nightly disturbance,N/A,night,cloak
1756,2020-08-02,Witch,54.0,swamp,kidnapping,brute force,dusk,bones
7870,2020-11-06,Skeleton,47.0,swamp,assault,knife,day,cloak
5264,2021-08-20,Werewolf,35.0,forest,assault,knife,night,blood
3243,2023-06-28,Skeleton,87.0,castle,vandalism,pistol,dawn,bones
7153,2020-12-17,Skeleton,16.0,castle,vandalism,N/A,dusk,cloak
2078,2021-10-05,Vampire,85.0,castle,nightly disturbance,pistol,night,blood
1707,2020-05-01,Witch,87.0,village,kidnapping,N/A,dusk,potions
4826,2022-05-19,Vampire,17.0,castle,theft,brute force,night,teeth
7548,2023-01-31,Werewolf,92.0,village,vandalism,pistol,night,teeth
7953,2022-06-24,Vampire,34.0,castle,nightly disturbance,axe,night,teeth
6818,2023-11-24,Zombie,11.0,forest,kidnapping,brute force,dusk,potions
8642,2020-06-04,Vampire,21.0,village,assault,N/A,dawn,teeth
8202,2023-08-11,Vampire,35.0,castle,assault,N/A,night,teeth
7061,2021-01-05,Zombie,26.0,swamp,assault,axe,dawn,blood
8351,2022-08-23,Werewolf,74.0,forest,assault,axe,night,bones
8626,2019-12-29,Ghost,23.0,castle,vandalism,axe,dusk,potions
3427,2023-02-05,Zombie,83.0,swamp,assault,brute force,dusk,bones
6391,2019-11-07,Ghost,21.0,village,nightly disturbance,N/A,night,potions
3565,2023-01-24,Zombie,87.0,village,kidnapping,knife,day,teeth
4650,2020-05-22,witch,57.0,forest,arson,knife,dusk,fur
7094,2020-07-31,Vampire,74.0,forest,theft,axe,night,cloak
6386,2023-07-09,Werewolf,28.0,forest,assault,knife,night,fur
753,2020-12-01,Skeleton,62.0,castle,nightly disturbance,N/A,night,cloak
718,2024-04-11,Werewolf,1.0,swamp,assault,brute force,day,teeth
384,2022-05-18,Werewolf,19.0,mountain,assault,N/A,night,bones
8872,2023-03-14,Vampire,96.0,mountain,assault,axe,dawn,blood
3043,2023-10-30,Vampire,88.0,mountain,theft,N/A,night,blood
8948,2023-09-24,Werewolf,9.0,forest,assault,brute force,night,teeth
7223,2020-11-20,Ghost,12.0,Forest,nightly disturbance,N/A,night,cloak
8653,2021-02-13,Ghost,41.0,castle,vandalism,N/A,dusk,cloak
3533,2021-03-05,Vampire,30.0,castle,assault,knife,dusk,blood
3928,2021-05-11,Zombie,34.0,swamp,assault,knife,dawn,blood
4530,2023-01-25,Witch,23.0,swamp,arson,brute force,night,cloak
4052,2020-08-03,Skeleton,69.0,castle,vandalism,knife,dusk,bones
2647,2024-04-26,Werewolf,41.0,village,assault,brute force,night,fur
6738,2022-01-01,Witch,4.0,mountain,arson,knife,dusk,cloak
6578,2020-10-19,Werewolf,70.0,forest,nightly disturbance,knife,night,teeth
3503,2019-12-15,Witch,17.0,village,arson,brute force,dusk,potions
1328,2021-09-11,Zombie,35.0,forest,kidnapping,axe,night,bones
8692,2020-12-21,Vampire,2.0,mountain,assault,knife,dusk,cloak
2092,2023-03-10,Skeleton,18.0,castle,assault,knife,dusk,cloak
3014,2022-08-27,Skeleton,33.0,castle,assault,pistol,dusk,bones
5974,2021-12-23,Skeleton,88.0,mountain,Vandalism,N/A,day,bones
9262,2024-02-11,Witch,73.0,village,arson,N/A,day,bones
1300,2024-08-26,Werewolf,74.0,forest,assault,N/A,night,fur
9081,2020-03-13,Ghost,71.0,castle,vandalism,axe,dawn,cloak
8516,2023-06-20,Zombie,48.0,swamp,assault,knife,night,Fur
1364,2022-09-25,Witch,46.0,village,arson,pistol,dawn,potions
2639,2020-11-15,Skeleton,93.0,mountain,assault,pistol,day,bones
9589,2023-11-26,Ghost,28.0,castle,nightly disturbance,knife,night,potions
3705,2020-01-31,Vampire,96.0,castle,nightly disturbance,knife,night,teeth
2248,2022-06-03,Skeleton,63.0,mountain,arson,axe,dusk,bones
434,2022-03-06,Ghost,49.0,village,vandalism,pistol,night,cloak
661,2023-11-11,Skeleton,79.0,mountain,assault,knife,Dawn,bones
10011,2022-03-20,Witch,27.0,village,arson,axe,dusk,cloak
3572,2021-07-09,Witch,24.0,swamp,arson,knife,dusk,potions
7812,2021-06-08,Ghost,30.0,castle,vandalism,N/A,night,potions
3280,2024-09-28,Witch,3.0,village,arson,knife,dawn,fur
4787,2020-06-30,Ghost,57.0,castle,nightly disturbance,axe,night,cloak
9159,2022-10-03,Vampire,45.0,castle,assault,pistol,night,teeth
4140,2023-07-07,Skeleton,59.0,castle,vandalism,axe,night,bones
4141,2023-07-22,Skeleton,29.0,castle,vandalism,N/A,day,bones
7030,2021-11-16,Werewolf,38.0,forest,kidnapping,knife,day,fur
619,2020-03-20,Skeleton,36.0,swamp,arson,knife,day,cloak
4332,2023-04-20,Werewolf,52.0,village,assault,knife,day,fur
8657,2023-09-06,Ghost,52.0,castle,theft,axe,night,cloak
9809,2021-12-21,Vampire,1.0,castle,assault,brute force,dusk,teeth
1559,2021-03-13,Witch,58.0,swamp,arson,knife,day,cloak
9632,2021-11-25,Ghost,51.0,village,vandalism,pistol,dawn,cloak
3892,2022-12-27,Witch,96.0,swamp,kidnapping,N/A,night,bones
562,2021-10-23,Werewolf,6.0,Forest,nightly disturbance,pistol,night,fur
6431,2020-08-07,Vampire,94.0,castle,nightly disturbance,N/A,night,cloak
519,2024-06-23,Skeleton,61.0,castle,assault,axe,day,cloak
3241,2020-09-17,Zombie,94.0,swamp,murder,brute force,night,blood
8164,2023-10-19,Skeleton,63.0,mountain,assault,axe,night,bones
977,2023-11-02,Vampire,7.0,castle,nightly disturbance,N/A,night,cloak
6104,2020-08-30,Vampire,54.0,castle,nightly disturbance,axe,night,blood
6949,2024-03-04,Ghost,89.0,village,vandalism,N/A,night,potions
6844,2023-06-11,Skeleton,19.0,swamp,nightly disturbance,brute force,night,bones
3330,2022-01-27,Witch,15.0,village,arson,N/A,dawn,bones
8790,2022-05-18,Skeleton,72.0,castle,VANDALISM,pistol,dusk,bones
3464,2022-06-22,Vampire,37.0,village,nightly disturbance,axe,night,cloak
8960,2023-09-09,Witch,9.0,swamp,arson,pistol,night,potions
7033,2024-07-06,Werewolf,12.0,forest,nightly disturbance,pistol,night,fur
2112,2022-10-24,Vampire,89.0,castle,assault,pistol,night,teeth
8586,2022-03-21,Skeleton,12.0,castle,vandalism,brute force,night,bones
6224,2023-08-01,Vampire,60.0,village,Assault,N/A,night,blood
3245,2024-10-01,Vampire,99.0,forest,theft,pistol,night,blood
9292,2024-04-01,Witch,65.0,village,arson,brute force,dawn,fur
6671,2019-12-19,Werewolf,27.0,village,vandalism,axe,night,bones
1121,2023-12-29,Vampire,40.0,village,nightly disturbance,N/A,night,teeth
5788,2021-08-25,Werewolf,74.0,mountain,assault,pistol,dawn,blood
7906,2021-07-29,Ghost,59.0,castle,vandalism,N/A,dawn,cloak
1050,2023-04-01,Zombie,75.0,mountain,kidnapping,brute force,day,teeth
1208,2022-03-26,Skeleton,2.0,Mountain,vandalism,N/A,night,cloak
4520,2022-03-27,WEREWOLF,64.0,mountain,assault,N/A,night,teeth
9972,2020-01-13,Skeleton,3.0,mountain,nightly disturbance,N/A,night,bones
2147,2022-05-29,Zombie,76.0,village,kidnapping,axe,dusk,bones
5029,2024-08-18,Skeleton,40.0,mountain,arson,knife,night,bones
9063,2024-07-05,Zombie,97.0,village,murder,axe,dusk,teeth
5760,2022-06-11,Zombie,12.0,swamp,kidnapping,brute force,night,potions
943,2024-07-13,Werewolf,42.0,village,kidnapping,knife,dusk,blood
6163,2021-12-27,Vampire,95.0,castle,assault,knife,dusk,blood
4736,2024-02-17,Skeleton,1.0,mountain,Vandalism,brute force,day,cloak
399,2023-01-28,Vampire,67.0,castle,assault,axe,night,blood
4732,2021-06-07,Skeleton,52.0,castle,vandalism,N/A,dusk,bones
8866,2023-07-11,Zombie,44.0,swamp,kidnapping,axe,night,bones
9257,2023-08-03,Vampire,20.0,mountain,assault,brute force,night,blood
6040,2020-07-09,Skeleton,33.0,mountain,nightly disturbance,axe,night,bones
10042,2022-12-06,Vampire,19.0,castle,murder,N/A,night,blood
2218,2022-04-17,Vampire,25.0,village,theft,N/A,night,teeth
1312,2020-10-22,Witch,85.0,village,kidnapping,N/A,dawn,cloak
5092,2022-05-31,Werewolf,89.0,forest,assault,pistol,night,blood
1175,2024-06-08,Witch,2.0,forest,kidnapping,axe,dusk,fur
4297,2023-08-06,Ghost,45.0,mountain,vandalism,knife,night,cloak
6438,2021-07-03,Zombie,88.0,swamp,kidnapping,axe,dusk,potions
1543,2024-09-20,Witch,31.0,swamp,arson,N/A,night,cloak
4386,2024-06-09,Ghost,72.0,castle,vandalism,N/A,dawn,potions
2053,2023-01-04,Werewolf,39.0,forest,vandalism,pistol,night,fur
3092,2024-03-20,Vampire,35.0,castle,assault,brute force,night,teeth
59,2021-04-23,Skeleton,97.0,mountain,vandalism,pistol,day,bones
2433,2020-02-13,Werewolf,71.0,forest,nightly disturbance,axe,night,teeth
5054,2020-05-25,Vampire,51.0,forest,nightly disturbance,N/A,night,cloak
6219,2023-12-30,Witch,94.0,village,arson,N/A,night,potions
7448,2023-10-04,Vampire,84.0,village,assault,axe,night,cloak
4552,2019-10-31,Ghost,68.0,village,vandalism,pistol,night,potions
5266,2020-09-16,Werewolf,85.0,mountain,assault,knife,night,fur
6090,2020-12-28,Zombie,72.0,mountain,kidnapping,N/A,dusk,bones
1800,2022-05-18,Zombie,90.0,village,vandalism,knife,dawn,bones
5504,2022-07-01,Werewolf,40.0,forest,assault,N/A,night,blood
4652,2024-01-18,Zombie,76.0,village,kidnapping,knife,dawn,potions
6984,2023-07-11,Witch,34.0,village,arson,N/A,day,cloak
684,2023-09-26,Werewolf,57.0,mountain,assault,pistol,night,blood
3619,2020-02-25,Witch,65.0,village,arson,knife,day,teeth
3690,2022-09-14,Skeleton,51.0,castle,vandalism,knife,night,bones
7997,2023-09-08,Vampire,94.0,castle,assault,pistol,dusk,blood
9594,2023-05-10,Ghost,1.0,castle,vandalism,knife,night,cloak
2762,2021-08-14,Zombie,24.0,swamp,kidnapping,knife,night,fur
4834,2021-11-21,Witch,87.0,swamp,arson,N/A,dusk,teeth
2784,2020-12-14,Vampire,56.0,forest,assault,brute force,night,blood
2365,2024-02-24,Skeleton,56.0,mountain,arson,brute force,night,bones
3680,2024-03-05,Werewolf,13.0,swamp,assault,knife,night,blood
7813,2022-06-16,Ghost,24.0,castle,vandalism,N/A,dawn,cloak
5574,2024-03-13,Vampire,84.0,mountain,murder,pistol,dusk,cloak
5299,2024-08-06,Skeleton,24.0,castle,vandalism,axe,dusk,bones
875,2023-03-18,Ghost,90.0,village,vandalism,N/A,dusk,cloak
4493,2024-01-12,Ghost,19.0,castle,theft,brute force,night,cloak
5120,2021-06-25,Ghost,36.0,village,nightly disturbance,knife,night,potions
4928,2023-05-24,werewolf,40.0,forest,assault,pistol,night,blood
9605,2019-12-24,Werewolf,6.0,forest,vandalism,knife,night,teeth
3034,2020-12-10,Skeleton,45.0,castle,assault,knife,day,bones
2252,2023-12-21,Skeleton,77.0,mountain,arson,knife,day,bones
9147,2020-05-18,Zombie,23.0,swamp,kidnapping,brute force,night,Bones
4873,2024-06-16,Vampire,94.0,castle,nightly disturbance,knife,night,blood
7696,2023-03-22,Zombie,35.0,forest,kidnapping,axe,dusk,bones
9786,2020-11-10,Ghost,93.0,castle,nightly disturbance,N/A,night,potions
5558,2023-04-28,Ghost,23.0,forest,theft,N/A,dusk,potions
9797,2023-09-16,Ghost,20.0,castle,vandalism,axe,night,potions
8565,2021-05-25,Witch,15.0,village,kidnapping,brute force,day,CLOAK
5560,2022-10-04,Ghost,19.0,castle,nightly disturbance,N/A,night,cloak
1224,2021-03-04,Skeleton,28.0,mountain,arson,N/A,dawn,bones
9174,2022-09-30,Vampire,99.0,castle,Assault,N/A,dusk,cloak
2316,2020-08-14,Skeleton,41.0,mountain,assault,brute force,dawn,bones
2209,2022-12-29,Vampire,90.0,castle,assault,brute force,night,cloak
2894,2023-05-30,Ghost,44.0,castle,nightly disturbance,axe,night,cloak
6931,2024-08-03,Witch,80.0,village,kidnapping,knife,day,cloak
2390,2022-04-13,Witch,68.0,swamp,arson,knife,night,cloak
8550,2023-05-02,Werewolf,93.0,mountain,assault,N/A,night,teeth
6398,2023-02-09,Zombie,82.0,swamp,assault,pistol,dusk,potions
4105,2020-08-10,Zombie,72.0,village,kidnapping,knife,night,bones
9643,2024-08-29,Skeleton,60.0,mountain,arson,N/A,night,bones
625,2022-01-25,Ghost,2.0,village,vandalism,N/A,dawn,cloak
3316,2023-01-04,Vampire,4.0,village,nightly disturbance,N/A,night,blood
5279,2023-04-08,Ghost,82.0,village,nightly disturbance,knife,night,potions
3432,2024-05-12,Vampire,84.0,forest,assault,pistol,night,blood
3097,2023-11-15,Werewolf,98.0,forest,nightly disturbance,knife,night,teeth
774,2023-09-24,Zombie,57.0,mountain,kidnapping,pistol,dusk,teeth
7149,2021-12-27,Zombie,66.0,forest,assault,axe,dawn,potions
5333,2021-04-25,Werewolf,57.0,forest,nightly disturbance,knife,night,bones
4191,2021-07-29,Vampire,52.0,castle,murder,brute force,night,blood
1156,2023-05-28,Ghost,26.0,village,theft,brute force,night,potions
4291,2023-10-14,Ghost,64.0,castle,nightly disturbance,N/A,night,cloak
4151,2022-01-25,Zombie,10.0,swamp,kidnapping,brute force,day,potions
470,2024-10-03,Zombie,21.0,swamp,assault,brute force,dawn,bones
2964,2022-09-18,Witch,63.0,swamp,arson,brute force,day,cloak
4670,2023-11-14,Skeleton,38.0,mountain,assault,brute force,day,CLOAK
3852,2022-04-05,Ghost,67.0,village,arson,knife,night,cloak
6372,2021-09-21,Ghost,65.0,village,theft,axe,night,potions
4385,2022-11-13,Witch,57.0,village,arson,knife,dusk,cloak
5354,2021-12-13,Skeleton,39.0,castle,nightly disturbance,knife,night,bones
6873,2021-07-17,Vampire,69.0,village,theft,knife,dusk,teeth
3317,2023-08-11,Zombie,98.0,swamp,murder,axe,day,potions
2602,2020-12-15,Werewolf,98.0,forest,assault,N/A,night,fur
8038,2021-11-01,Werewolf,53.0,mountain,vandalism,brute force,night,fur
7956,2021-07-30,Ghost,19.0,village,nightly disturbance,axe,night,potions
837,2023-10-15,Witch,17.0,swamp,arson,N/A,day,potions
6552,2024-03-16,Vampire,47.0,village,assault,N/A,night,teeth
7673,2020-08-21,Werewolf,41.0,mountain,nightly disturbance,axe,night,fur
2568,2021-03-06,Witch,28.0,village,kidnapping,knife,day,cloak
5806,2024-05-14,Skeleton,14.0,mountain,arson,knife,dusk,bones
8613,2020-09-17,Skeleton,16.0,castle,arson,N/A,day,bones
9663,2021-01-03,Zombie,19.0,mountain,kidnapping,knife,dawn,bones
3781,2023-07-26,Skeleton,52.0,mountain,assault,axe,dusk,bones
7571,2021-11-30,Vampire,28.0,village,assault,N/A,night,cloak
3561,2024-05-26,Werewolf,40.0,mountain,assault,pistol,night,teeth
21,2021-01-19,Ghost,43.0,castle,vandalism,knife,night,cloak
1937,2022-01-23,Werewolf,57.0,forest,assault,pistol,night,fur
6637,2021-09-07,Ghost,41.0,village,vandalism,axe,night,potions
9109,2020-04-24,Vampire,70.0,castle,Assault,axe,night,cloak
2035,2020-08-15,Skeleton,47.0,mountain,vandalism,pistol,day,bones
5461,2024-10-16,Ghost,71.0,village,nightly disturbance,knife,night,cloak
1310,2024-02-08,Vampire,16.0,village,assault,brute force,night,cloak
3784,2023-07-11,Skeleton,68.0,mountain,nightly disturbance,brute force,night,cloak
599,2024-08-22,witch,33.0,forest,arson,knife,dusk,potions
1421,2022-09-04,Ghost,82.0,mountain,nightly disturbance,pistol,night,potions
226,2022-10-20,Zombie,16.0,forest,murder,Brute force,dusk,potions
5676,2021-03-23,Werewolf,72.0,forest,assault,N/A,night,teeth
6312,2022-05-21,ghost,54.0,castle,vandalism,pistol,night,potions
4463,2023-10-05,Vampire,13.0,forest,nightly disturbance,N/A,night,Cloak
867,2024-10-29,Ghost,44.0,castle,vandalism,knife,night,potions
1803,2021-01-06,Werewolf,62.0,mountain,assault,N/A,night,teeth
7330,2020-02-24,Skeleton,51.0,mountain,assault,brute force,night,CLOAK
6926,2020-04-03,Zombie,2.0,mountain,murder,axe,dusk,fur
1976,2024-09-10,Skeleton,36.0,mountain,assault,axe,dusk,bones
1765,2023-02-13,Skeleton,53.0,mountain,arson,knife,dawn,bones
3166,2021-05-23,Witch,82.0,village,arson,pistol,dawn,cloak
8113,2022-10-05,Werewolf,94.0,mountain,vandalism,knife,night,potions
8940,2023-09-21,Skeleton,16.0,castle,vandalism,pistol,day,cloak
1004,2022-08-31,Zombie,55.0,swamp,assault,brute force,night,blood
6170,2024-10-17,Vampire,97.0,village,nightly disturbance,N/A,night,cloak
738,2020-12-10,Werewolf,50.0,mountain,assault,pistol,night,fur
7045,2022-07-23,Vampire,50.0,castle,nightly disturbance,N/A,night,cloak
6337,2019-11-03,Witch,54.0,swamp,arson,brute force,dawn,bones
6820,2021-01-05,Vampire,74.0,mountain,murder,axe,night,teeth
3546,2023-12-24,Skeleton,77.0,mountain,nightly disturbance,brute force,night,bones
3570,2021-08-16,Skeleton,89.0,mountain,arson,knife,day,bones
2541,2023-07-21,Zombie,32.0,forest,assault,knife,night,bones
5493,2021-12-30,Witch,80.0,village,kidnapping,knife,dawn,potions
3662,2021-07-11,Ghost,53.0,village,nightly disturbance,brute force,night,potions
473,2021-06-04,Ghost,3.0,castle,vandalism,brute force,dusk,potions
6824,2022-09-13,Vampire,83.0,forest,nightly disturbance,brute force,night,blood
6828,2021-01-24,Werewolf,2.0,forest,assault,knife,night,blood
8068,2020-09-11,Skeleton,86.0,castle,assault,axe,day,bones
160,2021-01-21,Skeleton,41.0,mountain,vandalism,knife,dusk,cloak
4000,2021-03-10,Vampire,3.0,mountain,assault,brute force,night,blood
8922,2020-01-11,Witch,85.0,swamp,arson,N/A,dawn,teeth
5527,2020-07-14,Zombie,85.0,swamp,kidnapping,brute force,dusk,teeth
188,2020-06-20,Vampire,38.0,castle,nightly disturbance,axe,night,blood
1012,2020-06-02,Witch,52.0,village,arson,brute force,dusk,bones
9603,2023-12-18,Ghost,77.0,village,vandalism,N/A,dusk,cloak
5682,2020-12-10,Ghost,92.0,village,vandalism,brute force,night,potions
407,2023-02-07,Vampire,29.0,village,assault,axe,night,teeth
6304,2023-05-27,Witch,51.0,village,arson,brute force,dusk,potions
9030,2021-09-28,Werewolf,6.0,forest,assault,brute force,night,blood
10030,2023-02-25,Zombie,72.0,swamp,murder,axe,dawn,blood
7414,2023-09-20,Werewolf,91.0,forest,kidnapping,pistol,night,teeth
9930,2020-11-28,Werewolf,29.0,swamp,assault,N/A,night,blood
8553,2022-08-21,Skeleton,95.0,mountain,assault,pistol,dawn,bones
8845,2020-06-26,Zombie,56.0,swamp,kidnapping,N/A,dusk,teeth
8035,2019-12-12,Vampire,15.0,mountain,nightly disturbance,brute force,night,teeth
1265,2020-02-29,Witch,63.0,mountain,arson,pistol,dusk,cloak
3177,2022-07-27,Werewolf,9.0,forest,vandalism,pistol,night,fur
7503,2022-07-13,Ghost,65.0,castle,nightly disturbance,N/A,night,cloak
60,2024-05-08,Skeleton,19.0,castle,assault,axe,day,bones
7932,2021-12-19,Ghost,68.0,castle,nightly disturbance,axe,Night,potions
1125,2020-11-12,Vampire,95.0,castle,murder,knife,night,blood
3089,2022-06-27,Vampire,10.0,castle,assault,axe,dusk,teeth
9666,2024-07-19,Vampire,21.0,forest,nightly disturbance,axe,night,teeth
1343,2022-11-29,Zombie,17.0,swamp,kidnapping,knife,night,blood
5042,2024-06-04,Werewolf,2.0,mountain,assault,knife,Night,teeth
6750,2023-06-04,Werewolf,39.0,forest,assault,N/A,night,blood
2095,2020-12-21,Ghost,71.0,castle,theft,knife,dusk,potions
4840,2023-08-10,Skeleton,24.0,castle,arson,knife,night,bones
6899,2021-09-08,Vampire,26.0,village,assault,axe,night,cloak
9726,2023-08-12,Skeleton,29.0,mountain,nightly disturbance,knife,night,bones
8302,2020-10-18,Ghost,86.0,castle,nightly disturbance,Pistol,night,potions
